Jobclass,Job,age,Education-level,marital-status,race,gender,hours-per-week,native-country,income
Local-gov,Craft-repair,58,7th-8th,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Adm-clerical,43,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Other-service,25,HS-grad,Divorced,White,Female,40,Mexico,<=50K
Private,Adm-clerical,57,HS-grad,Divorced,White,Female,42,United-States,<=50K
Private,Machine-op-inspct,49,7th-8th,Widowed,White,Female,40,United-States,<=50K
Private,Handlers-cleaners,23,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Craft-repair,59,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Transport-moving,50,Some-college,Married-A-spouse,White,Male,70,United-States,>50K
Private,Prof-specialty,33,Bachelors,Never-married,White,Female,45,Mexico,<=50K
Private,Tech-support,52,Masters,Married-A-spouse,White,Male,45,United-States,<=50K
Self-emp-inc,Craft-repair,37,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Self-emp-inc,Adm-clerical,30,HS-grad,Divorced,White,Female,40,United-States,<=50K
Self-emp-inc,Craft-repair,39,HS-grad,Divorced,White,Male,60,United-States,<=50K
Local-gov,Craft-repair,54,Some-college,Divorced,White,Male,42,United-States,<=50K
Private,Sales,52,HS-grad,Married-A-spouse,White,Male,45,United-States,>50K
Local-gov,Protective-serv,22,HS-grad,Never-married,White,Male,56,United-States,<=50K
?,?,19,Some-college,Never-married,White,Male,25,United-States,<=50K
Private,Sales,65,HS-grad,Married-A-spouse,White,Male,10,United-States,>50K
Private,Adm-clerical,32,Bachelors,Never-married,White,Male,40,United-States,<=50K
Private,Machine-op-inspct,25,7th-8th,Never-married,White,Male,40,El-Salvador,<=50K
Private,Craft-repair,34,Some-college,Never-married,White,Male,40,United-States,<=50K
Private,Other-service,47,Assoc-voc,Never-married,White,Female,55,United-States,<=50K
Private,Farming-fishing,24,HS-grad,Never-married,White,Male,98,United-States,<=50K
Federal-gov,Exec-managerial,63,Doctorate,Divorced,White,Female,60,United-States,>50K
Private,Priv-house-serv,48,5th-6th,Never-married,White,Female,35,Nicaragua,<=50K
Private,Sales,26,HS-grad,Never-married,White,Female,50,United-States,<=50K
Private,Machine-op-inspct,28,Some-college,Separated,White,Male,40,United-States,<=50K
Private,Other-service,23,HS-grad,Never-married,Black,Male,12,United-States,<=50K
Self-emp-inc,Prof-specialty,57,Prof-school,Married-A-spouse,Asian-Pac-Islander,Male,50,India,>50K
State-gov,Tech-support,64,Bachelors,Divorced,White,Male,40,United-States,<=50K
Private,Exec-managerial,28,Bachelors,Never-married,White,Male,50,United-States,>50K
Private,Sales,28,7th-8th,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Machine-op-inspct,34,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Self-emp-not-inc,Exec-managerial,38,11th,Married-A-spouse,White,Male,45,United-States,>50K
Private,Farming-fishing,44,Assoc-acdm,Married-A-spouse,White,Male,60,United-States,>50K
Private,Prof-specialty,34,Assoc-voc,Never-married,White,Female,20,United-States,<=50K
Private,Craft-repair,18,HS-grad,Married-A-spouse,White,Male,25,United-States,<=50K
Private,Craft-repair,36,12th,Married-A-spouse,Other,Male,40,United-States,<=50K
Self-emp-not-inc,Farming-fishing,73,HS-grad,Married-A-spouse,Asian-Pac-Islander,Male,40,Vietnam,<=50K
Private,Other-service,24,HS-grad,Never-married,White,Male,40,Mexico,<=50K
Local-gov,Exec-managerial,29,Bachelors,Married-A-spouse,Black,Male,40,United-States,>50K
Private,Prof-specialty,33,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Federal-gov,Adm-clerical,57,HS-grad,Separated,Black,Female,35,United-States,<=50K
Private,Craft-repair,41,Assoc-voc,Never-married,White,Female,40,?,<=50K
Private,Transport-moving,55,10th,Widowed,Black,Female,35,United-States,<=50K
Private,Craft-repair,21,10th,Married-A-spouse,White,Male,40,United-States,<=50K
Self-emp-not-inc,Prof-specialty,36,Masters,Married-A-spouse,White,Male,45,United-States,>50K
Private,Prof-specialty,26,Some-college,Never-married,Other,Male,50,United-States,<=50K
?,?,32,Bachelors,Married-A-spouse,White,Female,20,United-States,>50K
Private,Tech-support,40,Some-college,Divorced,White,Female,40,United-States,<=50K
Private,Craft-repair,32,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Other-service,21,Some-college,Never-married,White,Female,40,United-States,<=50K
State-gov,Exec-managerial,59,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,29,HS-grad,Never-married,Black,Female,40,United-States,<=50K
Self-emp-not-inc,Machine-op-inspct,29,Some-college,Divorced,White,Male,48,United-States,<=50K
Self-emp-inc,Exec-managerial,59,Masters,Married-A-spouse,White,Male,80,United-States,>50K
Private,Transport-moving,58,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Machine-op-inspct,47,HS-grad,Married-A-spouse,White,Male,45,United-States,<=50K
Private,Adm-clerical,44,HS-grad,Divorced,White,Female,45,United-States,<=50K
Private,Other-service,31,HS-grad,Never-married,White,Male,40,United-States,<=50K
Self-emp-not-inc,Craft-repair,42,HS-grad,Married-A-spouse,White,Male,35,United-States,<=50K
Private,Other-service,19,HS-grad,Never-married,White,Male,25,United-States,<=50K
Private,Sales,66,HS-grad,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Machine-op-inspct,41,HS-grad,Married-A-spouse,White,Male,45,United-States,<=50K
Private,Sales,22,Some-college,Never-married,White,Female,30,United-States,<=50K
Private,Sales,31,HS-grad,Never-married,White,Female,30,United-States,<=50K
Private,Sales,30,Bachelors,Never-married,White,Male,40,United-States,<=50K
Self-emp-not-inc,Other-service,36,HS-grad,Separated,White,Female,16,United-States,<=50K
?,?,75,Doctorate,Never-married,White,Male,40,United-States,<=50K
State-gov,Prof-specialty,41,Assoc-acdm,Divorced,Asian-Pac-Islander,Female,36,United-States,<=50K
Private,Handlers-cleaners,19,Some-college,Never-married,White,Male,20,United-States,<=50K
Private,Other-service,60,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Transport-moving,24,11th,Never-married,White,Male,40,United-States,<=50K
Private,Machine-op-inspct,25,11th,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Exec-managerial,52,Some-college,Never-married,White,Female,50,United-States,<=50K
Private,Exec-managerial,30,Bachelors,Never-married,White,Female,45,Germany,<=50K
Private,Craft-repair,37,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Self-emp-not-inc,Exec-managerial,55,Doctorate,Divorced,White,Female,30,United-States,<=50K
Private,Adm-clerical,20,Some-college,Never-married,Black,Female,24,United-States,<=50K
Private,Priv-house-serv,32,7th-8th,Never-married,White,Female,15,Mexico,<=50K
Private,Other-service,18,HS-grad,Never-married,White,Male,35,United-States,<=50K
Private,Craft-repair,24,Some-college,Never-married,White,Male,40,United-States,<=50K
Local-gov,Protective-serv,33,Some-college,Married-A-spouse,White,Male,45,United-States,<=50K
?,?,76,Some-college,Widowed,White,Female,40,United-States,<=50K
Local-gov,Protective-serv,57,Masters,Married-A-spouse,White,Male,14,United-States,>50K
Private,Prof-specialty,53,Masters,Divorced,White,Female,38,United-States,<=50K
Private,Sales,19,HS-grad,Never-married,White,Female,40,United-States,<=50K
Local-gov,Prof-specialty,50,Prof-school,Married-A-spouse,White,Male,40,United-States,>50K
Private,Exec-managerial,27,Bachelors,Never-married,White,Male,50,United-States,<=50K
Private,Craft-repair,40,Assoc-voc,Separated,White,Female,60,United-States,<=50K
?,?,26,10th,Separated,White,Male,40,United-States,<=50K
Self-emp-inc,Sales,47,HS-grad,Married-A-spouse,White,Male,55,United-States,<=50K
Federal-gov,Prof-specialty,39,Assoc-voc,Married-A-spouse,White,Male,50,United-States,<=50K
State-gov,Adm-clerical,49,Some-college,Divorced,White,Male,40,United-States,<=50K
Self-emp-not-inc,Prof-specialty,28,Some-college,Married-A-spouse,White,Male,7,United-States,<=50K
?,?,33,Some-college,Married-A-spouse,Black,Female,30,United-States,<=50K
Private,Exec-managerial,50,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Private,Transport-moving,28,11th,Never-married,White,Male,50,United-States,<=50K
Private,Sales,30,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Exec-managerial,47,Masters,Married-A-spouse,White,Male,50,United-States,>50K
Private,Prof-specialty,39,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Private,Sales,37,HS-grad,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Sales,50,HS-grad,Married-A-spouse,White,Male,80,United-States,<=50K
Private,Machine-op-inspct,37,10th,Married-A-spouse,White,Male,40,Mexico,<=50K
Private,Machine-op-inspct,26,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Craft-repair,55,Assoc-voc,Married-A-spouse,White,Male,40,United-States,>50K
Private,Prof-specialty,46,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Private,Sales,32,HS-grad,Married-A-spouse,White,Male,60,United-States,<=50K
Private,Craft-repair,26,Bachelors,Never-married,White,Male,45,United-States,>50K
Private,Transport-moving,32,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Handlers-cleaners,43,Some-college,Never-married,Asian-Pac-Islander,Female,40,United-States,<=50K
Private,Craft-repair,19,HS-grad,Divorced,White,Female,40,El-Salvador,<=50K
Private,Other-service,38,HS-grad,Divorced,White,Female,75,United-States,<=50K
Private,Sales,38,5th-6th,Married-A-spouse,White,Male,40,Mexico,<=50K
Private,Adm-clerical,65,Assoc-voc,Married-A-spouse,White,Female,40,United-States,<=50K
Self-emp-not-inc,Exec-managerial,70,Some-college,Married-A-spouse,White,Male,40,United-States,>50K
?,?,48,HS-grad,Widowed,White,Female,25,United-States,<=50K
Private,Machine-op-inspct,44,Bachelors,Separated,Black,Female,7,United-States,<=50K
Private,Sales,32,Some-college,Never-married,White,Male,50,United-States,<=50K
Local-gov,Protective-serv,30,HS-grad,Never-married,Black,Female,40,United-States,<=50K
Federal-gov,Adm-clerical,49,Assoc-acdm,Married-A-spouse,White,Male,60,United-States,>50K
Private,Adm-clerical,23,HS-grad,Never-married,Black,Female,40,United-States,<=50K
Private,Handlers-cleaners,25,Some-college,Married-A-spouse,White,Male,16,United-States,<=50K
Private,Adm-clerical,19,Some-college,Never-married,White,Female,15,United-States,<=50K
Private,Craft-repair,27,Assoc-voc,Never-married,White,Male,40,United-States,<=50K
State-gov,Transport-moving,43,HS-grad,Never-married,White,Male,60,United-States,<=50K
Private,Craft-repair,38,HS-grad,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Prof-specialty,42,Masters,Married-A-spouse,White,Male,60,United-States,<=50K
Federal-gov,Adm-clerical,33,Bachelors,Never-married,White,Male,38,United-States,<=50K
Private,Exec-managerial,30,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Private,Tech-support,29,Bachelors,Never-married,White,Male,40,United-States,<=50K
Private,Craft-repair,30,11th,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Tech-support,26,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Prof-specialty,43,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Private,Other-service,30,HS-grad,Married-A-spouse,White,Female,45,United-States,<=50K
Private,Transport-moving,38,Some-college,Married-A-spouse,White,Male,40,United-States,>50K
Private,Exec-managerial,48,Masters,Married-A-spouse,White,Male,40,United-States,>50K
Private,Sales,57,Bachelors,Married-A-spouse,White,Male,55,United-States,>50K
Private,Sales,30,HS-grad,Married-A-spouse,White,Female,30,United-States,<=50K
Local-gov,Exec-managerial,42,Masters,Separated,Black,Male,45,United-States,>50K
Self-emp-not-inc,Exec-managerial,31,HS-grad,Married-A-spouse,White,Male,70,United-States,<=50K
Private,Craft-repair,32,Some-college,Never-married,White,Male,40,United-States,<=50K
Private,Exec-managerial,28,Bachelors,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Handlers-cleaners,63,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Transport-moving,32,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Handlers-cleaners,20,Some-college,Never-married,White,Male,12,United-States,<=50K
Self-emp-not-inc,Prof-specialty,51,Masters,Married-A-spouse,White,Female,30,United-States,>50K
Private,Other-service,36,Bachelors,Never-married,White,Male,20,?,<=50K
Private,Sales,24,Some-college,Married-A-spouse,Amer-Indian-Eskimo,Male,40,United-States,<=50K
Local-gov,Adm-clerical,41,Assoc-voc,Divorced,White,Female,44,United-States,<=50K
Private,Machine-op-inspct,21,HS-grad,Never-married,White,Male,40,United-States,<=50K
Private,Craft-repair,27,Some-college,Never-married,Asian-Pac-Islander,Male,45,Cambodia,<=50K
Private,Other-service,17,9th,Never-married,Black,Male,35,United-States,<=50K
Private,Other-service,45,1st-4th,Married-A-spouse,White,Female,40,United-States,<=50K
State-gov,Adm-clerical,39,HS-grad,Separated,White,Female,35,United-States,<=50K
Private,Prof-specialty,21,Some-college,Never-married,Amer-Indian-Eskimo,Female,4,United-States,<=50K
Private,Prof-specialty,29,Bachelors,Never-married,White,Male,45,United-States,>50K
Private,Sales,39,Masters,Never-married,White,Male,45,United-States,>50K
Private,Transport-moving,42,HS-grad,Separated,Black,Male,40,United-States,<=50K
Private,Craft-repair,22,5th-6th,Married-A-spouse,White,Male,40,Mexico,<=50K
?,?,21,Some-college,Never-married,White,Female,40,United-States,<=50K
Private,Adm-clerical,59,HS-grad,Widowed,White,Female,40,United-States,<=50K
Private,Exec-managerial,40,Masters,Married-A-spouse,White,Male,65,United-States,>50K
Private,Other-service,45,Some-college,Divorced,White,Female,40,United-States,<=50K
Private,Exec-managerial,35,HS-grad,Divorced,White,Male,50,United-States,<=50K
Private,Farming-fishing,58,HS-grad,Married-A-spouse,White,Male,20,United-States,<=50K
Private,Craft-repair,45,Some-college,Married-A-spouse,White,Male,40,United-States,>50K
Private,Machine-op-inspct,29,HS-grad,Married-A-spouse,Amer-Indian-Eskimo,Male,45,United-States,<=50K
Private,Craft-repair,21,11th,Never-married,White,Male,45,United-States,<=50K
Private,Tech-support,51,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Local-gov,Other-service,34,Some-college,Married-A-spouse,White,Female,40,United-States,<=50K
Private,Adm-clerical,40,Bachelors,Divorced,White,Female,35,United-States,<=50K
Private,Adm-clerical,45,11th,Divorced,White,Female,16,United-States,<=50K
Self-emp-not-inc,Sales,38,10th,Married-A-spouse,White,Male,40,United-States,>50K
Private,Adm-clerical,22,Bachelors,Never-married,White,Female,40,United-States,<=50K
Private,Other-service,37,9th,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Other-service,62,10th,Divorced,White,Female,40,United-States,<=50K
Federal-gov,Exec-managerial,32,Bachelors,Never-married,White,Female,60,United-States,<=50K
Private,Prof-specialty,36,Bachelors,Married-A-spouse,White,Female,4,United-States,>50K
Private,Craft-repair,43,HS-grad,Never-married,White,Male,40,United-States,<=50K
Private,Transport-moving,37,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
?,?,33,Bachelors,Married-A-spouse,Asian-Pac-Islander,Female,40,China,<=50K
Private,Transport-moving,28,HS-grad,Never-married,White,Male,55,United-States,<=50K
?,?,49,Some-college,Widowed,White,Female,28,United-States,<=50K
Local-gov,Other-service,47,HS-grad,Married-A-spouse,White,Female,7,United-States,>50K
Private,Adm-clerical,59,HS-grad,Divorced,White,Female,40,United-States,<=50K
Private,Machine-op-inspct,35,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,35,Bachelors,Married-A-spouse,White,Male,40,United-States,<=50K
Self-emp-not-inc,Prof-specialty,29,Bachelors,Never-married,White,Male,40,United-States,<=50K
Private,Prof-specialty,57,Assoc-acdm,Divorced,Black,Female,40,United-States,<=50K
Private,Exec-managerial,41,Bachelors,Married-A-spouse,White,Male,60,United-States,>50K
Private,Prof-specialty,37,Masters,Married-A-spouse,White,Male,45,United-States,>50K
Local-gov,Farming-fishing,20,Some-college,Never-married,White,Male,40,United-States,<=50K
Private,Sales,44,HS-grad,Married-A-spouse,White,Male,60,United-States,<=50K
Local-gov,Adm-clerical,20,HS-grad,Never-married,White,Female,30,United-States,<=50K
Self-emp-not-inc,Adm-clerical,38,Bachelors,Married-A-spouse,White,Female,28,United-States,>50K
Private,Adm-clerical,23,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,24,HS-grad,Married-C-spouse,White,Female,36,United-States,<=50K
Private,Sales,46,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Local-gov,Transport-moving,32,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Self-emp-not-inc,Craft-repair,21,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,32,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,41,Some-college,Divorced,White,Male,45,United-States,<=50K
Private,Machine-op-inspct,51,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Self-emp-not-inc,Farming-fishing,69,7th-8th,Never-married,White,Male,10,United-States,<=50K
Self-emp-inc,Craft-repair,39,HS-grad,Married-A-spouse,White,Male,50,United-States,>50K
Private,Craft-repair,43,Some-college,Divorced,White,Male,40,United-States,<=50K
Federal-gov,Farming-fishing,51,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Private,Other-service,43,HS-grad,Divorced,White,Male,40,United-States,<=50K
Self-emp-not-inc,Exec-managerial,35,11th,Divorced,White,Female,84,United-States,<=50K
Private,Craft-repair,32,HS-grad,Divorced,White,Male,40,United-States,<=50K
Private,Prof-specialty,25,Bachelors,Never-married,White,Female,21,United-States,<=50K
Private,Sales,64,Some-college,Widowed,White,Female,40,United-States,<=50K
Private,Exec-managerial,28,Bachelors,Married-A-spouse,White,Female,40,United-States,<=50K
Private,Protective-serv,44,1st-4th,Married-A-spouse,White,Male,40,Mexico,<=50K
Private,Tech-support,40,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Private,Handlers-cleaners,21,Some-college,Never-married,Asian-Pac-Islander,Male,40,Philippines,<=50K
Private,Craft-repair,23,HS-grad,Never-married,White,Male,40,United-States,<=50K
Private,Other-service,23,Some-college,Never-married,White,Female,20,United-States,<=50K
Private,Other-service,19,HS-grad,Never-married,Black,Male,40,United-States,<=50K
Private,Tech-support,61,Some-college,Married-A-spouse,White,Male,25,United-States,<=50K
Self-emp-inc,Craft-repair,47,7th-8th,Never-married,Other,Male,40,?,<=50K
Private,Handlers-cleaners,39,10th,Married-A-spouse,White,Male,45,United-States,<=50K
Private,Adm-clerical,51,HS-grad,Married-A-spouse,White,Female,40,United-States,>50K
Private,Exec-managerial,25,10th,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,33,HS-grad,Married-A-spouse,White,Male,45,United-States,<=50K
State-gov,Adm-clerical,34,Some-college,Divorced,White,Female,38,United-States,<=50K
Self-emp-not-inc,Sales,54,Some-college,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Tech-support,24,Bachelors,Never-married,White,Female,40,United-States,<=50K
Private,Machine-op-inspct,28,HS-grad,Never-married,Other,Male,50,Puerto-Rico,<=50K
Private,Sales,33,Some-college,Married-A-spouse,White,Male,44,United-States,<=50K
?,?,63,HS-grad,Married-A-spouse,White,Male,14,United-States,<=50K
Private,Transport-moving,31,HS-grad,Married-A-spouse,White,Male,60,United-States,>50K
Self-emp-inc,Exec-managerial,70,HS-grad,Married-A-spouse,White,Male,16,United-States,<=50K
Private,Machine-op-inspct,43,HS-grad,Married-A-spouse,White,Female,40,Nicaragua,<=50K
Private,Adm-clerical,36,Some-college,Married-A-spouse,White,Female,12,United-States,>50K
Local-gov,Craft-repair,50,11th,Never-married,White,Male,40,United-States,<=50K
Private,Other-service,21,Some-college,Never-married,Black,Female,30,United-States,<=50K
Private,Tech-support,31,Some-college,Separated,Black,Female,40,United-States,<=50K
?,?,19,Some-college,Never-married,White,Female,30,United-States,<=50K
Private,Adm-clerical,39,Some-college,Divorced,White,Female,35,United-States,<=50K
Private,Other-service,29,7th-8th,Married-A-spouse,White,Female,40,United-States,<=50K
Private,Handlers-cleaners,39,Some-college,Divorced,White,Male,40,United-States,<=50K
Private,Farming-fishing,17,7th-8th,Never-married,Other,Male,40,Mexico,<=50K
Private,Sales,46,Some-college,Divorced,White,Female,40,United-States,<=50K
Private,Craft-repair,62,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Other-service,32,10th,Divorced,Black,Female,23,United-States,<=50K
Private,Other-service,28,HS-grad,Never-married,Black,Female,40,United-States,<=50K
Private,Sales,19,Some-college,Never-married,Black,Female,40,United-States,<=50K
Local-gov,Exec-managerial,61,Doctorate,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,18,Some-college,Never-married,White,Male,25,?,<=50K
Self-emp-not-inc,Prof-specialty,39,Prof-school,Married-A-spouse,White,Male,50,?,>50K
Local-gov,Protective-serv,24,Bachelors,Married-A-spouse,White,Male,45,United-States,<=50K
Private,Craft-repair,38,Some-college,Married-A-spouse,White,Male,41,United-States,<=50K
Private,Prof-specialty,38,Masters,Married-A-spouse,Black,Male,40,United-States,>50K
Private,Sales,17,10th,Never-married,White,Male,20,United-States,<=50K
Private,Craft-repair,28,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,52,HS-grad,Married-A-spouse,White,Male,8,United-States,<=50K
Private,Prof-specialty,61,Prof-school,Married-A-spouse,White,Male,20,United-States,>50K
Private,Machine-op-inspct,69,5th-6th,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,19,HS-grad,Never-married,White,Female,25,United-States,<=50K
Private,Adm-clerical,26,Some-college,Married-A-spouse,White,Male,40,United-States,>50K
Self-emp-inc,Exec-managerial,34,Some-college,Married-A-spouse,White,Male,40,United-States,>50K
Private,Machine-op-inspct,70,9th,Married-A-spouse,White,Female,40,United-States,<=50K
Private,Adm-clerical,21,HS-grad,Never-married,White,Female,25,United-States,<=50K
Private,Craft-repair,43,HS-grad,Married-A-spouse,White,Male,44,United-States,<=50K
Private,Craft-repair,52,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Craft-repair,59,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Adm-clerical,21,Assoc-voc,Never-married,White,Female,40,United-States,<=50K
Self-emp-not-inc,Exec-managerial,53,Masters,Married-A-spouse,White,Male,40,United-States,>50K
State-gov,Protective-serv,55,Some-college,Married-A-spouse,White,Male,40,United-States,>50K
Self-emp-inc,Sales,46,Masters,Divorced,White,Male,60,United-States,>50K
Private,Adm-clerical,36,HS-grad,Separated,White,Female,37,United-States,<=50K
Private,Handlers-cleaners,39,HS-grad,Never-married,White,Male,48,United-States,<=50K
?,?,78,Bachelors,Married-A-spouse,White,Male,3,United-States,<=50K
Private,Prof-specialty,30,HS-grad,Never-married,White,Female,30,United-States,<=50K
Private,Sales,22,Some-college,Never-married,White,Female,16,United-States,<=50K
Private,Exec-managerial,43,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Private,Machine-op-inspct,36,HS-grad,Divorced,White,Male,56,United-States,<=50K
Private,Craft-repair,36,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Private,Craft-repair,50,HS-grad,Divorced,White,Female,40,United-States,<=50K
Federal-gov,Protective-serv,27,Bachelors,Never-married,White,Female,35,United-States,<=50K
Federal-gov,Adm-clerical,46,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Prof-specialty,24,Bachelors,Never-married,White,Male,20,United-States,<=50K
Private,Craft-repair,41,HS-grad,Divorced,White,Male,40,United-States,<=50K
Private,Adm-clerical,68,HS-grad,Married-A-spouse,White,Male,24,United-States,<=50K
Local-gov,Exec-managerial,38,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,47,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Other-service,41,Some-college,Never-married,Black,Male,20,United-States,<=50K
Self-emp-not-inc,Prof-specialty,31,Doctorate,Never-married,White,Female,48,United-States,<=50K
Private,Craft-repair,29,Some-college,Married-A-spouse,White,Male,42,United-States,<=50K
Private,Handlers-cleaners,26,HS-grad,Never-married,White,Female,40,United-States,<=50K
Private,Machine-op-inspct,51,Some-college,Widowed,White,Female,36,United-States,<=50K
Federal-gov,Tech-support,26,Bachelors,Never-married,Other,Male,60,United-States,<=50K
Local-gov,Prof-specialty,27,Bachelors,Never-married,White,Female,60,United-States,<=50K
Private,Tech-support,36,HS-grad,Married-A-spouse,White,Male,50,United-States,<=50K
Federal-gov,Prof-specialty,28,Bachelors,Never-married,White,Female,40,United-States,<=50K
Private,Tech-support,53,Bachelors,Divorced,White,Female,40,United-States,<=50K
State-gov,Prof-specialty,40,Bachelors,Divorced,White,Male,40,United-States,<=50K
Private,Other-service,38,HS-grad,Divorced,White,Female,20,United-States,<=50K
?,?,21,7th-8th,Never-married,White,Male,40,United-States,<=50K
Private,Other-service,53,10th,Married-A-spouse,White,Male,34,United-States,<=50K
Local-gov,Craft-repair,34,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Transport-moving,43,HS-grad,Divorced,White,Male,60,United-States,<=50K
Private,Adm-clerical,64,10th,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Adm-clerical,21,Some-college,Never-married,White,Female,40,United-States,<=50K
?,?,25,Bachelors,Never-married,White,Male,13,United-States,<=50K
Federal-gov,Prof-specialty,38,Prof-school,Never-married,Asian-Pac-Islander,Female,57,Canada,>50K
Local-gov,Protective-serv,47,Masters,Divorced,Black,Male,50,United-States,>50K
Private,Prof-specialty,48,Doctorate,Married-A-spouse,Asian-Pac-Islander,Male,40,China,>50K
Private,Transport-moving,57,HS-grad,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Adm-clerical,37,Bachelors,Never-married,White,Female,35,United-States,<=50K
Private,Farming-fishing,37,11th,Divorced,White,Male,40,United-States,<=50K
Self-emp-not-inc,Farming-fishing,51,HS-grad,Married-A-spouse,White,Male,55,United-States,>50K
Private,Adm-clerical,32,Assoc-acdm,Never-married,White,Female,40,United-States,<=50K
Private,Machine-op-inspct,49,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,52,HS-grad,Married-A-spouse,White,Male,14,United-States,<=50K
Federal-gov,Exec-managerial,64,Assoc-acdm,Married-A-spouse,White,Male,45,United-States,>50K
Private,Adm-clerical,46,HS-grad,Divorced,White,Female,45,United-States,<=50K
State-gov,Prof-specialty,24,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Exec-managerial,39,Bachelors,Married-A-spouse,White,Male,45,United-States,>50K
Private,Machine-op-inspct,23,HS-grad,Married-A-spouse,White,Female,40,United-States,<=50K
Private,Craft-repair,30,Some-college,Never-married,White,Male,44,United-States,<=50K
Private,Prof-specialty,34,Masters,Divorced,White,Female,60,United-States,>50K
Private,Adm-clerical,30,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,25,Bachelors,Never-married,Black,Female,40,United-States,<=50K
Local-gov,Prof-specialty,58,Bachelors,Married-A-spouse,Black,Male,40,United-States,<=50K
Private,Adm-clerical,32,Some-college,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Other-service,37,HS-grad,Separated,Black,Female,25,United-States,<=50K
Private,Other-service,35,HS-grad,Separated,Black,Female,40,United-States,<=50K
Private,Handlers-cleaners,18,5th-6th,Never-married,White,Male,30,Honduras,<=50K
Private,Prof-specialty,46,Bachelors,Divorced,White,Female,40,United-States,<=50K
Private,Craft-repair,71,Bachelors,Never-married,White,Male,45,United-States,>50K
Private,Adm-clerical,44,10th,Divorced,White,Female,40,United-States,<=50K
Private,Sales,45,10th,Divorced,White,Female,40,United-States,<=50K
